Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path,,,,,
36,36,6,5,31,31,4,Train/4/00034_00012_00019.png,,,,,
37,38,6,6,32,33,4,Train/4/00034_00012_00020.png,,,,,
37,39,5,6,32,34,4,Train/4/00034_00012_00021.png,,,,,
38,39,6,6,33,34,4,Train/4/00034_00012_00022.png,,,,,
38,38,5,6,33,33,4,Train/4/00034_00012_00023.png,,,,,
37,37,5,6,32,32,4,Train/4/00034_00012_00024.png,,,,,
37,40,5,6,32,35,4,Train/4/00034_00012_00025.png,,,,,
37,40,5,6,32,35,4,Train/4/00034_00012_00026.png,,,,,
37,39,5,5,32,34,4,Train/4/00034_00012_00027.png,,,,,
37,40,5,6,32,35,4,Train/4/00034_00012_00028.png,,,,,
37,38,5,5,32,33,4,Train/4/00034_00012_00029.png,,,,,
39,38,6,5,34,33,4,Train/4/00034_00013_00000.png,,,,,
37,38,5,5,32,33,4,Train/4/00034_00013_00001.png,,,,,
36,37,5,6,31,32,4,Train/4/00034_00013_00002.png,,,,,
38,39,6,5,33,34,4,Train/4/00034_00013_00003.png,,,,,
38,40,6,6,33,35,4,Train/4/00034_00013_00004.png,,,,,
39,39,5,5,34,34,4,Train/4/00034_00013_00005.png,,,,,
40,40,6,6,35,35,4,Train/4/00034_00013_00006.png,,,,,
40,40,6,6,35,35,4,Train/4/00034_00013_00007.png,,,,,
41,40,6,5,36,35,4,Train/4/00034_00013_00008.png,,,,,
41,40,6,5,36,35,4,Train/4/00034_00013_00009.png,,,,,
41,41,5,5,36,36,4,Train/4/00034_00013_00010.png,,,,,
41,42,5,6,36,37,4,Train/4/00034_00013_00011.png,,,,,
43,42,6,5,38,37,4,Train/4/00034_00013_00012.png,,,,,
42,42,5,5,37,37,4,Train/4/00034_00013_00013.png,,,,,
44,43,6,5,39,38,4,Train/4/00034_00013_00014.png,,,,,
43,43,5,5,38,38,4,Train/4/00034_00013_00015.png,,,,,
45,44,6,5,40,39,4,Train/4/00034_00013_00016.png,,,,,
45,45,5,5,40,40,4,Train/4/00034_00013_00017.png,,,,,
46,47,5,6,41,42,4,Train/4/00034_00013_00018.png,,,,,
48,47,6,5,43,42,4,Train/4/00034_00013_00019.png,,,,,
50,50,6,6,45,45,4,Train/4/00034_00013_00020.png,,,,,
52,51,6,5,47,46,4,Train/4/00034_00013_00021.png,,,,,
52,52,6,6,47,47,4,Train/4/00034_00013_00022.png,,,,,
53,54,5,6,48,49,4,Train/4/00034_00013_00023.png,,,,,
55,55,5,5,50,50,4,Train/4/00034_00013_00024.png,,,,,
59,58,6,5,54,53,4,Train/4/00034_00013_00025.png,,,,,
63,64,5,6,58,59,4,Train/4/00034_00013_00026.png,,,,,
69,65,7,6,63,60,4,Train/4/00034_00013_00027.png,,,,,
72,68,6,7,66,62,4,Train/4/00034_00013_00028.png,,,,,
74,71,6,7,68,65,4,Train/4/00034_00013_00029.png,,,,,
37,37,6,6,32,32,5,Train/5/00035_00000_00000.png,,,,,
39,37,6,5,33,32,5,Train/5/00035_00000_00001.png,,,,,
39,39,6,6,34,34,5,Train/5/00035_00000_00002.png,,,,,
39,38,6,5,34,33,5,Train/5/00035_00000_00003.png,,,,,
39,39,6,6,34,34,5,Train/5/00035_00000_00004.png,,,,,
40,40,6,6,35,35,5,Train/5/00035_00000_00005.png,,,,,
42,42,6,6,36,36,5,Train/5/00035_00000_00006.png,,,,,
43,43,6,6,37,37,5,Train/5/00035_00000_00007.png,,,,,
43,43,5,5,37,37,5,Train/5/00035_00000_00008.png,,,,,
44,44,6,5,39,38,5,Train/5/00035_00000_00009.png,,,,,
46,46,6,6,40,41,5,Train/5/00035_00000_00010.png,,,,,
46,48,5,6,41,43,5,Train/5/00035_00000_00011.png,,,,,
46,49,5,6,41,43,5,Train/5/00035_00000_00012.png,,,,,
47,49,5,6,42,44,5,Train/5/00035_00000_00013.png,,,,,
48,49,5,5,43,44,5,Train/5/00035_00000_00014.png,,,,,
52,52,5,5,47,47,5,Train/5/00035_00000_00015.png,,,,,
55,54,6,5,50,49,5,Train/5/00035_00000_00016.png,,,,,
56,56,5,6,50,51,5,Train/5/00035_00000_00017.png,,,,,
58,59,5,6,53,54,5,Train/5/00035_00000_00018.png,,,,,
60,60,6,5,55,55,5,Train/5/00035_00000_00019.png,,,,,
62,63,5,5,57,58,5,Train/5/00035_00000_00020.png,,,,,
67,69,6,6,61,63,5,Train/5/00035_00000_00021.png,,,,,
68,72,6,7,62,66,5,Train/5/00035_00000_00022.png,,,,,
75,76,7,6,69,70,5,Train/5/00035_00000_00023.png,,,,,
79,81,7,7,72,74,5,Train/5/00035_00000_00024.png,,,,,
85,91,8,8,78,83,5,Train/5/00035_00000_00025.png,,,,,
94,99,8,8,86,91,5,Train/5/00035_00000_00026.png,,,,,
99,105,9,9,91,96,5,Train/5/00035_00000_00027.png,,,,,
109,119,9,11,100,109,5,Train/5/00035_00000_00028.png,,,,,
118,128,11,12,108,117,5,Train/5/00035_00000_00029.png,,,,,
29,29,6,6,24,24,5,Train/5/00035_00001_00000.png,,,,,
28,30,5,6,23,25,5,Train/5/00035_00001_00001.png,,,,,
29,30,6,6,24,25,5,Train/5/00035_00001_00002.png,,,,,
28,30,5,6,23,25,5,Train/5/00035_00001_00003.png,,,,,
29,30,6,6,24,25,5,Train/5/00035_00001_00004.png,,,,,
29,28,6,5,24,23,5,Train/5/00035_00001_00005.png,,,,,
30,29,6,5,25,24,5,Train/5/00035_00001_00006.png,,,,,
30,29,6,5,25,24,5,Train/5/00035_00001_00007.png,,,,,
31,32,5,6,26,27,5,Train/5/00035_00001_00008.png,,,,,
32,32,6,6,27,27,5,Train/5/00035_00001_00009.png,,,,,
31,32,5,5,26,26,5,Train/5/00035_00001_00010.png,,,,,
32,31,5,5,27,26,5,Train/5/00035_00001_00011.png,,,,,
32,32,5,6,27,27,5,Train/5/00035_00001_00012.png,,,,,
34,33,5,5,28,27,5,Train/5/00035_00001_00013.png,,,,,
34,34,6,6,29,29,5,Train/5/00035_00001_00014.png,,,,,
34,35,5,6,29,30,5,Train/5/00035_00001_00015.png,,,,,
35,37,5,5,30,31,5,Train/5/00035_00001_00016.png,,,,,
38,38,6,5,33,33,5,Train/5/00035_00001_00017.png,,,,,
37,38,5,5,32,33,5,Train/5/00035_00001_00018.png,,,,,
40,41,5,6,34,35,5,Train/5/00035_00001_00019.png,,,,,
43,43,6,6,38,38,5,Train/5/00035_00001_00020.png,,,,,
43,43,6,6,38,38,5,Train/5/00035_00001_00021.png,,,,,
44,44,5,6,38,39,5,Train/5/00035_00001_00022.png,,,,,
48,49,6,6,43,44,5,Train/5/00035_00001_00023.png,,,,,
50,52,5,6,44,46,5,Train/5/00035_00001_00024.png,,,,,
53,54,5,6,48,49,5,Train/5/00035_00001_00025.png,,,,,
57,57,6,6,52,52,5,Train/5/00035_00001_00026.png,,,,,
61,61,5,5,56,56,5,Train/5/00035_00001_00027.png,,,,,
68,70,6,7,61,64,5,Train/5/00035_00001_00028.png,,,,,
76,76,7,6,70,70,5,Train/5/00035_00001_00029.png,,,,,
29,30,5,6,24,25,5,Train/5/00035_00002_00000.png,,,,,
29,31,5,6,24,25,5,Train/5/00035_00002_00001.png,,,,,
32,32,6,6,26,26,5,Train/5/00035_00002_00002.png,,,,,
31,31,5,5,26,26,5,Train/5/00035_00002_00003.png,,,,,
32,31,6,5,27,26,5,Train/5/00035_00002_00004.png,,,,,
33,34,6,6,28,28,5,Train/5/00035_00002_00005.png,,,,,
34,35,5,5,29,30,5,Train/5/00035_00002_00006.png,,,,,
35,35,6,5,30,30,5,Train/5/00035_00002_00007.png,,,,,
35,35,6,5,29,29,5,Train/5/00035_00002_00008.png,,,,,
33,35,5,6,28,30,5,Train/5/00035_00002_00009.png,,,,,
34,35,5,5,28,29,5,Train/5/00035_00002_00010.png,,,,,
35,35,6,5,30,30,5,Train/5/00035_00002_00011.png,,,,,
35,35,6,5,30,30,5,Train/5/00035_00002_00012.png,,,,,
36,37,6,6,31,32,5,Train/5/00035_00002_00013.png,,,,,
35,36,5,5,30,31,5,Train/5/00035_00002_00014.png,,,,,
37,38,5,5,31,32,5,Train/5/00035_00002_00015.png,,,,,
37,38,5,5,32,33,5,Train/5/00035_00002_00016.png,,,,,
38,39,5,5,32,33,5,Train/5/00035_00002_00017.png,,,,,
39,40,5,5,33,34,5,Train/5/00035_00002_00018.png,,,,,
40,40,6,5,35,35,5,Train/5/00035_00002_00019.png,,,,,
42,43,6,6,37,38,5,Train/5/00035_00002_00020.png,,,,,
43,44,6,5,38,38,5,Train/5/00035_00002_00021.png,,,,,
44,45,5,5,39,40,5,Train/5/00035_00002_00022.png,,,,,
47,48,6,6,41,42,5,Train/5/00035_00002_00023.png,,,,,
48,49,6,6,43,44,5,Train/5/00035_00002_00024.png,,,,,
47,50,5,6,42,44,5,Train/5/00035_00002_00025.png,,,,,
52,51,6,5,46,46,5,Train/5/00035_00002_00026.png,,,,,
53,55,6,6,48,49,5,Train/5/00035_00002_00027.png,,,,,
54,57,6,6,49,51,5,Train/5/00035_00002_00028.png,,,,,
60,58,5,5,55,53,5,Train/5/00035_00002_00029.png,,,,,
27,25,6,5,21,20,5,Train/5/00035_00003_00000.png,,,,,
27,27,6,6,22,22,5,Train/5/00035_00003_00001.png,,,,,
26,27,5,6,21,22,5,Train/5/00035_00003_00002.png,,,,,
27,26,6,5,22,21,5,Train/5/00035_00003_00003.png,,,,,
27,27,6,6,22,22,5,Train/5/00035_00003_00004.png,,,,,
29,29,6,6,23,23,5,Train/5/00035_00003_00005.png,,,,,
29,29,6,6,24,24,5,Train/5/00035_00003_00006.png,,,,,
29,29,6,6,24,24,5,Train/5/00035_00003_00007.png,,,,,
27,27,5,5,22,22,5,Train/5/00035_00003_00008.png,,,,,
29,28,6,6,23,23,5,Train/5/00035_00003_00009.png,,,,,
29,30,5,6,23,25,5,Train/5/00035_00003_00010.png,,,,,
30,30,6,5,25,25,5,Train/5/00035_00003_00011.png,,,,,
30,30,6,5,25,25,5,Train/5/00035_00003_00012.png,,,,,
31,31,6,5,26,26,5,Train/5/00035_00003_00013.png,,,,,
31,31,5,5,25,26,5,Train/5/00035_00003_00014.png,,,,,
32,34,5,6,26,28,5,Train/5/00035_00003_00015.png,,,,,
33,32,6,5,28,27,5,Train/5/00035_00003_00016.png,,,,,
33,34,5,6,27,29,5,Train/5/00035_00003_00017.png,,,,,
34,36,5,6,29,31,5,Train/5/00035_00003_00018.png,,,,,
36,37,5,5,31,32,5,Train/5/00035_00003_00019.png,,,,,
38,38,6,5,33,33,5,Train/5/00035_00003_00020.png,,,,,
37,40,5,6,32,35,5,Train/5/00035_00003_00021.png,,,,,
39,40,6,5,34,35,5,Train/5/00035_00003_00022.png,,,,,
39,42,5,5,34,37,5,Train/5/00035_00003_00023.png,,,,,
41,45,5,5,36,40,5,Train/5/00035_00003_00024.png,,,,,
41,45,5,5,36,40,5,Train/5/00035_00003_00025.png,,,,,
42,48,5,5,37,43,5,Train/5/00035_00003_00026.png,,,,,
45,51,5,6,39,46,5,Train/5/00035_00003_00027.png,,,,,
48,54,6,6,42,48,5,Train/5/00035_00003_00028.png,,,,,
50,56,6,6,44,50,5,Train/5/00035_00003_00029.png,,,,,
26,26,6,5,21,20,5,Train/5/00035_00004_00000.png,,,,,
28,28,5,5,23,23,5,Train/5/00035_00004_00001.png,,,,,
28,29,5,6,23,24,5,Train/5/00035_00004_00002.png,,,,,
29,28,6,5,24,23,5,Train/5/00035_00004_00003.png,,,,,
29,29,6,6,24,24,5,Train/5/00035_00004_00004.png,,,,,
28,28,5,5,23,23,5,Train/5/00035_00004_00005.png,,,,,
30,30,6,6,25,25,5,Train/5/00035_00004_00006.png,,,,,
31,30,6,5,26,25,5,Train/5/00035_00004_00007.png,,,,,
31,30,6,5,26,25,5,Train/5/00035_00004_00008.png,,,,,
32,32,6,6,27,27,5,Train/5/00035_00004_00009.png,,,,,
33,34,5,6,28,29,5,Train/5/00035_00004_00010.png,,,,,
33,33,5,5,28,28,5,Train/5/00035_00004_00011.png,,,,,
34,35,5,6,28,29,5,Train/5/00035_00004_00012.png,,,,,
36,36,6,5,31,31,5,Train/5/00035_00004_00013.png,,,,,
36,38,6,6,31,32,5,Train/5/00035_00004_00014.png,,,,,
36,38,5,6,31,33,5,Train/5/00035_00004_00015.png,,,,,
38,39,5,5,33,34,5,Train/5/00035_00004_00016.png,,,,,
40,41,5,5,35,36,5,Train/5/00035_00004_00017.png,,,,,
41,43,5,5,36,37,5,Train/5/00035_00004_00018.png,,,,,
45,46,6,6,39,41,5,Train/5/00035_00004_00019.png,,,,,
46,47,6,6,41,42,5,Train/5/00035_00004_00020.png,,,,,
47,47,6,5,42,42,5,Train/5/00035_00004_00021.png,,,,,
50,51,6,6,45,46,5,Train/5/00035_00004_00022.png,,,,,
53,53,6,5,47,47,5,Train/5/00035_00004_00023.png,,,,,
56,55,6,5,50,50,5,Train/5/00035_00004_00024.png,,,,,
57,59,5,6,52,54,5,Train/5/00035_00004_00025.png,,,,,
59,62,5,5,54,56,5,Train/5/00035_00004_00026.png,,,,,
65,68,5,6,59,61,5,Train/5/00035_00004_00027.png,,,,,
73,75,7,7,67,69,5,Train/5/00035_00004_00028.png,,,,,
76,77,7,7,69,71,5,Train/5/00035_00004_00029.png,,,,,
26,27,5,6,21,22,5,Train/5/00035_00005_00000.png,,,,,
28,29,5,6,23,24,5,Train/5/00035_00005_00001.png,,,,,
29,28,6,6,23,23,5,Train/5/00035_00005_00002.png,,,,,
29,28,6,6,23,23,5,Train/5/00035_00005_00003.png,,,,,
28,29,5,6,23,24,5,Train/5/00035_00005_00004.png,,,,,
28,29,5,6,23,24,5,Train/5/00035_00005_00005.png,,,,,
29,29,5,5,24,24,5,Train/5/00035_00005_00006.png,,,,,
29,29,5,5,24,24,5,Train/5/00035_00005_00007.png,,,,,
32,31,5,5,26,26,5,Train/5/00035_00005_00008.png,,,,,
31,31,5,5,26,26,5,Train/5/00035_00005_00009.png,,,,,
32,32,6,6,27,27,5,Train/5/00035_00005_00010.png,,,,,
33,31,6,5,27,26,5,Train/5/00035_00005_00011.png,,,,,
33,33,6,6,28,28,5,Train/5/00035_00005_00012.png,,,,,
32,32,5,5,27,27,5,Train/5/00035_00005_00013.png,,,,,
33,33,6,5,28,27,5,Train/5/00035_00005_00014.png,,,,,
35,35,6,6,30,30,5,Train/5/00035_00005_00015.png,,,,,
36,35,6,5,31,30,5,Train/5/00035_00005_00016.png,,,,,
35,37,5,6,30,31,5,Train/5/00035_00005_00017.png,,,,,
37,36,5,5,31,31,5,Train/5/00035_00005_00018.png,,,,,
37,38,5,5,32,32,5,Train/5/00035_00005_00019.png,,,,,
39,40,6,6,34,34,5,Train/5/00035_00005_00020.png,,,,,
39,40,5,6,34,35,5,Train/5/00035_00005_00021.png,,,,,
51,51,5,5,46,46,5,Train/5/00035_00005_00022.png,,,,,
51,52,6,6,46,47,5,Train/5/00035_00005_00023.png,,,,,
57,58,6,6,52,53,5,Train/5/00035_00005_00024.png,,,,,
57,57,6,5,52,52,5,Train/5/00035_00005_00025.png,,,,,
60,59,6,5,55,54,5,Train/5/00035_00005_00026.png,,,,,
61,62,5,5,56,57,5,Train/5/00035_00005_00027.png,,,,,
64,64,5,5,59,59,5,Train/5/00035_00005_00028.png,,,,,
68,69,6,6,62,63,5,Train/5/00035_00005_00029.png,,,,,
26,27,5,5,21,22,5,Train/5/00035_00006_00000.png,,,,,
27,28,5,5,21,23,5,Train/5/00035_00006_00001.png,,,,,
28,29,6,5,23,24,5,Train/5/00035_00006_00002.png,,,,,
29,30,6,5,23,24,5,Train/5/00035_00006_00003.png,,,,,
29,30,6,5,23,24,5,Train/5/00035_00006_00004.png,,,,,
31,31,6,5,26,26,5,Train/5/00035_00006_00005.png,,,,,
30,32,6,6,25,26,5,Train/5/00035_00006_00006.png,,,,,
31,32,5,6,26,27,5,Train/5/00035_00006_00007.png,,,,,
33,32,6,5,28,27,5,Train/5/00035_00006_00008.png,,,,,
35,36,6,6,30,31,5,Train/5/00035_00006_00009.png,,,,,
36,36,6,5,31,31,5,Train/5/00035_00006_00010.png,,,,,
37,38,6,5,32,32,5,Train/5/00035_00006_00011.png,,,,,
38,38,6,5,33,33,5,Train/5/00035_00006_00012.png,,,,,
39,40,6,6,34,35,5,Train/5/00035_00006_00013.png,,,,,
39,41,6,6,34,35,5,Train/5/00035_00006_00014.png,,,,,
41,41,5,5,35,36,5,Train/5/00035_00006_00015.png,,,,,
43,44,6,5,38,38,5,Train/5/00035_00006_00016.png,,,,,
45,45,5,5,39,40,5,Train/5/00035_00006_00017.png,,,,,
48,50,5,6,43,44,5,Train/5/00035_00006_00018.png,,,,,
50,50,5,5,45,45,5,Train/5/00035_00006_00019.png,,,,,
52,53,5,6,47,48,5,Train/5/00035_00006_00020.png,,,,,
54,55,5,6,49,50,5,Train/5/00035_00006_00021.png,,,,,
57,57,5,5,52,52,5,Train/5/00035_00006_00022.png,,,,,
60,59,5,5,54,54,5,Train/5/00035_00006_00023.png,,,,,
66,68,6,7,60,62,5,Train/5/00035_00006_00024.png,,,,,
71,72,7,7,65,66,5,Train/5/00035_00006_00025.png,,,,,
81,82,7,7,74,75,5,Train/5/00035_00006_00026.png,,,,,
87,88,8,8,79,80,5,Train/5/00035_00006_00027.png,,,,,
97,99,8,9,89,91,5,Train/5/00035_00006_00028.png,,,,,
108,110,10,10,99,101,5,Train/5/00035_00006_00029.png,,,,,
25,26,5,5,20,20,5,Train/5/00035_00007_00000.png,,,,,
26,27,5,5,21,21,5,Train/5/00035_00007_00001.png,,,,,
26,28,5,5,21,22,5,Train/5/00035_00007_00002.png,,,,,
26,29,5,6,21,24,5,Train/5/00035_00007_00003.png,,,,,
28,29,6,5,23,23,5,Train/5/00035_00007_00004.png,,,,,
28,29,5,5,23,24,5,Train/5/00035_00007_00005.png,,,,,
28,29,5,5,23,24,5,Train/5/00035_00007_00006.png,,,,,
30,31,6,5,25,25,5,Train/5/00035_00007_00007.png,,,,,
32,33,6,6,27,28,5,Train/5/00035_00007_00008.png,,,,,
33,31,6,5,27,26,5,Train/5/00035_00007_00009.png,,,,,
32,32,5,5,27,27,5,Train/5/00035_00007_00010.png,,,,,
33,35,5,5,28,29,5,Train/5/00035_00007_00011.png,,,,,
36,36,6,6,31,31,5,Train/5/00035_00007_00012.png,,,,,
37,37,6,5,32,31,5,Train/5/00035_00007_00013.png,,,,,
38,38,5,5,33,33,5,Train/5/00035_00007_00014.png,,,,,
38,39,5,6,33,34,5,Train/5/00035_00007_00015.png,,,,,
40,41,6,5,35,36,5,Train/5/00035_00007_00016.png,,,,,
41,43,5,6,36,38,5,Train/5/00035_00007_00017.png,,,,,
45,45,6,6,39,39,5,Train/5/00035_00007_00018.png,,,,,
47,47,5,5,42,42,5,Train/5/00035_00007_00019.png,,,,,
50,50,6,6,45,45,5,Train/5/00035_00007_00020.png,,,,,
53,54,5,6,48,49,5,Train/5/00035_00007_00021.png,,,,,
56,56,5,5,50,51,5,Train/5/00035_00007_00022.png,,,,,
61,62,6,6,56,56,5,Train/5/00035_00007_00023.png,,,,,
65,64,6,5,60,59,5,Train/5/00035_00007_00024.png,,,,,
73,71,7,7,66,65,5,Train/5/00035_00007_00025.png,,,,,
81,81,8,8,74,73,5,Train/5/00035_00007_00026.png,,,,,
86,86,8,7,79,78,5,Train/5/00035_00007_00027.png,,,,,
99,100,9,9,91,91,5,Train/5/00035_00007_00028.png,,,,,
111,110,10,9,102,101,5,Train/5/00035_00007_00029.png,,,,,
39,40,5,6,34,35,5,Train/5/00035_00008_00000.png,,,,,
39,39,5,5,34,34,5,Train/5/00035_00008_00001.png,,,,,
39,40,5,6,34,35,5,Train/5/00035_00008_00002.png,,,,,
41,42,5,6,36,37,5,Train/5/00035_00008_00003.png,,,,,
43,42,6,5,38,37,5,Train/5/00035_00008_00004.png,,,,,
43,44,5,6,38,39,5,Train/5/00035_00008_00005.png,,,,,
44,46,5,6,39,40,5,Train/5/00035_00008_00006.png,,,,,
46,47,5,6,41,41,5,Train/5/00035_00008_00007.png,,,,,
48,46,6,5,43,41,5,Train/5/00035_00008_00008.png,,,,,
49,47,5,5,43,42,5,Train/5/00035_00008_00009.png,,,,,
50,49,5,5,45,44,5,Train/5/00035_00008_00010.png,,,,,
50,50,5,5,45,44,5,Train/5/00035_00008_00011.png,,,,,
52,51,5,5,47,46,5,Train/5/00035_00008_00012.png,,,,,
54,52,5,5,48,47,5,Train/5/00035_00008_00013.png,,,,,
55,54,6,6,50,49,5,Train/5/00035_00008_00014.png,,,,,
59,57,6,6,53,52,5,Train/5/00035_00008_00015.png,,,,,
61,58,6,5,56,53,5,Train/5/00035_00008_00016.png,,,,,
61,59,5,5,56,54,5,Train/5/00035_00008_00017.png,,,,,
64,63,5,6,58,57,5,Train/5/00035_00008_00018.png,,,,,
69,64,7,5,63,59,5,Train/5/00035_00008_00019.png,,,,,
70,67,7,6,63,61,5,Train/5/00035_00008_00020.png,,,,,
71,69,6,6,65,63,5,Train/5/00035_00008_00021.png,,,,,
74,72,7,7,68,66,5,Train/5/00035_00008_00022.png,,,,,
77,73,7,6,70,67,5,Train/5/00035_00008_00023.png,,,,,
82,81,7,8,75,74,5,Train/5/00035_00008_00024.png,,,,,
88,85,8,8,81,78,5,Train/5/00035_00008_00025.png,,,,,
93,87,9,7,85,80,5,Train/5/00035_00008_00026.png,,,,,
99,96,9,9,91,88,5,Train/5/00035_00008_00027.png,,,,,
108,104,10,10,99,95,5,Train/5/00035_00008_00028.png,,,,,
110,106,9,9,101,97,5,Train/5/00035_00008_00029.png,,,,,
25,25,5,5,20,20,5,Train/5/00035_00009_00000.png,,,,,
26,27,5,6,21,22,5,Train/5/00035_00009_00001.png,,,,,
26,27,5,6,21,22,5,Train/5/00035_00009_00002.png,,,,,
28,28,6,6,23,23,5,Train/5/00035_00009_00003.png,,,,,
28,27,6,5,23,22,5,Train/5/00035_00009_00004.png,,,,,
28,28,5,5,23,23,5,Train/5/00035_00009_00005.png,,,,,
30,29,6,5,25,24,5,Train/5/00035_00009_00006.png,,,,,
29,29,5,5,23,24,5,Train/5/00035_00009_00007.png,,,,,
31,31,6,5,25,25,5,Train/5/00035_00009_00008.png,,,,,
31,32,5,5,26,27,5,Train/5/00035_00009_00009.png,,,,,
34,33,6,5,28,28,5,Train/5/00035_00009_00010.png,,,,,
35,36,6,6,30,31,5,Train/5/00035_00009_00011.png,,,,,
36,37,6,5,31,31,5,Train/5/00035_00009_00012.png,,,,,
37,38,5,5,32,33,5,Train/5/00035_00009_00013.png,,,,,
38,39,5,5,33,34,5,Train/5/00035_00009_00014.png,,,,,
42,41,6,5,36,36,5,Train/5/00035_00009_00015.png,,,,,
44,45,6,6,39,40,5,Train/5/00035_00009_00016.png,,,,,
44,44,5,5,39,39,5,Train/5/00035_00009_00017.png,,,,,
47,46,6,5,42,41,5,Train/5/00035_00009_00018.png,,,,,
49,49,5,5,44,44,5,Train/5/00035_00009_00019.png,,,,,
52,52,5,5,47,47,5,Train/5/00035_00009_00020.png,,,,,
55,56,5,6,49,50,5,Train/5/00035_00009_00021.png,,,,,
61,59,6,5,56,54,5,Train/5/00035_00009_00022.png,,,,,
64,64,5,6,58,59,5,Train/5/00035_00009_00023.png,,,,,
71,70,7,6,64,64,5,Train/5/00035_00009_00024.png,,,,,
81,77,8,7,74,71,5,Train/5/00035_00009_00025.png,,,,,
87,86,8,7,80,79,5,Train/5/00035_00009_00026.png,,,,,
104,104,9,9,95,95,5,Train/5/00035_00009_00027.png,,,,,
120,119,10,10,109,109,5,Train/5/00035_00009_00028.png,,,,,
149,146,13,13,137,134,5,Train/5/00035_00009_00029.png,,,,,
39,40,6,6,34,35,5,Train/5/00035_00010_00000.png,,,,,
40,40,6,6,34,35,5,Train/5/00035_00010_00001.png,,,,,
39,41,5,6,34,36,5,Train/5/00035_00010_00002.png,,,,,
41,42,6,6,36,37,5,Train/5/00035_00010_00003.png,,,,,
43,44,6,6,38,39,5,Train/5/00035_00010_00004.png,,,,,
43,44,5,5,38,39,5,Train/5/00035_00010_00005.png,,,,,
45,44,6,5,39,39,5,Train/5/00035_00010_00006.png,,,,,
45,45,5,5,39,40,5,Train/5/00035_00010_00007.png,,,,,
45,46,5,5,40,41,5,Train/5/00035_00010_00008.png,,,,,
46,48,5,6,41,43,5,Train/5/00035_00010_00009.png,,,,,
47,49,5,6,42,44,5,Train/5/00035_00010_00010.png,,,,,
48,50,5,6,43,45,5,Train/5/00035_00010_00011.png,,,,,
50,52,5,6,45,47,5,Train/5/00035_00010_00012.png,,,,,
52,53,6,6,47,48,5,Train/5/00035_00010_00013.png,,,,,
53,53,6,6,48,48,5,Train/5/00035_00010_00014.png,,,,,
55,54,6,6,49,49,5,Train/5/00035_00010_00015.png,,,,,
55,54,5,5,50,49,5,Train/5/00035_00010_00016.png,,,,,
57,55,6,5,52,50,5,Train/5/00035_00010_00017.png,,,,,
58,57,5,5,53,51,5,Train/5/00035_00010_00018.png,,,,,
60,60,5,6,55,55,5,Train/5/00035_00010_00019.png,,,,,
61,61,6,6,56,56,5,Train/5/00035_00010_00020.png,,,,,
60,62,5,6,55,57,5,Train/5/00035_00010_00021.png,,,,,
63,64,6,6,57,59,5,Train/5/00035_00010_00022.png,,,,,
64,67,5,6,58,61,5,Train/5/00035_00010_00023.png,,,,,
68,70,7,7,62,64,5,Train/5/00035_00010_00024.png,,,,,
70,72,7,7,64,66,5,Train/5/00035_00010_00025.png,,,,,
72,73,7,6,66,67,5,Train/5/00035_00010_00026.png,,,,,
77,80,7,8,71,73,5,Train/5/00035_00010_00027.png,,,,,
81,82,7,7,74,75,5,Train/5/00035_00010_00028.png,,,,,
85,86,8,8,78,79,5,Train/5/00035_00010_00029.png,,,,,
28,30,5,6,23,25,5,Train/5/00035_00011_00000.png,,,,,
30,30,6,5,25,25,5,Train/5/00035_00011_00001.png,,,,,
32,32,6,5,27,27,5,Train/5/00035_00011_00002.png,,,,,
31,32,6,5,26,27,5,Train/5/00035_00011_00003.png,,,,,
30,32,5,5,25,27,5,Train/5/00035_00011_00004.png,,,,,
33,33,5,5,28,28,5,Train/5/00035_00011_00005.png,,,,,
33,33,5,5,28,28,5,Train/5/00035_00011_00006.png,,,,,
33,33,6,5,28,28,5,Train/5/00035_00011_00007.png,,,,,
34,35,5,6,29,30,5,Train/5/00035_00011_00008.png,,,,,
35,35,6,6,30,30,5,Train/5/00035_00011_00009.png,,,,,
34,35,5,6,29,30,5,Train/5/00035_00011_00010.png,,,,,
35,35,6,6,30,30,5,Train/5/00035_00011_00011.png,,,,,
36,36,6,5,31,31,5,Train/5/00035_00011_00012.png,,,,,
35,38,5,6,30,33,5,Train/5/00035_00011_00013.png,,,,,
37,40,5,6,32,35,5,Train/5/00035_00011_00014.png,,,,,
38,38,6,5,33,33,5,Train/5/00035_00011_00015.png,,,,,
38,38,5,5,33,33,5,Train/5/00035_00011_00016.png,,,,,
39,40,5,6,34,35,5,Train/5/00035_00011_00017.png,,,,,
40,41,5,6,35,36,5,Train/5/00035_00011_00018.png,,,,,
41,41,5,5,36,36,5,Train/5/00035_00011_00019.png,,,,,
41,42,5,5,36,37,5,Train/5/00035_00011_00020.png,,,,,
42,44,5,6,37,39,5,Train/5/00035_00011_00021.png,,,,,
44,45,6,5,39,40,5,Train/5/00035_00011_00022.png,,,,,
45,46,5,6,40,41,5,Train/5/00035_00011_00023.png,,,,,
46,47,5,6,41,42,5,Train/5/00035_00011_00024.png,,,,,
47,47,5,5,42,42,5,Train/5/00035_00011_00025.png,,,,,
49,50,5,6,44,45,5,Train/5/00035_00011_00026.png,,,,,
